X,Y,OBJECTID,Facility_ID,Facility_Name,Facility_Type_Code,Facility_Type,Map_Symbol,Facility_Type_Detail,Facility_Type_Abbreviation,Licensed_Beds_Total,Telephone,County,Address_Full,LAT,LON,CDPHE_HFEMS_Licensed,Operating_Status,Designation_Level,Date_Data_Updated,Source
517565.549182954,4472918.65637866,171,170366,BANNER HOSPICE OF NORTHERN COLORADO,161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(970) 352-8487,WELD,"2001 70TH AVE  STE 100, GREELEY, CO 80634",40.406696,-104.792984,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
509997.200081919,4380722.54113489,172,170473,HOME HOSPICE DENVER,161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(303) 561-5193,ARAPAHOE,"9100 E MINERAL CIR, CENTENNIAL, CO 80112",39.576153,-104.883598,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
509251.435345113,4396603.04011491,173,170474,DENVER HOSPICE THE,161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(303) 321-2828,DENVER,"8289 E LOWRY BLVD, DENVER, CO 80230",39.71925,-104.892059,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
469769.331339862,4389967.89670708,174,170476,"MOUNT EVANS HOSPICE, INC.",161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(303) 674-6400,JEFFERSON,"3081 BERGEN PEAK DR, EVERGREEN, CO 80439",39.658981,-105.352409,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492203.777523298,4401384.23013817,175,170477,INTERMOUNTAIN HEALTH HOSPICE DENVER,161,All Other Factypes,Hospice,MEDICARE,HOSPICE,24,(303) 425-8000,JEFFERSON,"3210 LUTHERAN PKWY, WHEAT RIDGE, CO 80033",39.762344,-105.091019,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
516338.815055489,4294124.50692077,176,170502,PIKES PEAK HOSPICE AND PALLIATIVE CARE,161,All Other Factypes,Hospice,MEDICARE,HOSPICE,12,(719) 633-3400,EL PASO,"2550 TENDERFOOT HILL ST, COLORADO SPRINGS, CO 80906",38.795719,-104.811852,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493709.548291646,4314507.18405942,177,170504,PROSPECT HOME CARE HOSPICE INC,161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(719) 687-0549,TELLER,"16222 W HIGHWAY 24, SUITE 120, WOODLAND PARK, CO 80863",38.979527,-105.072624,Licensed,Pending,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
532262.969564584,4240379.78573191,178,170634,SANGRE DE CRISTO HOSPICE & PALLIATIVE CARE,161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(719) 542-0032,PUEBLO,"1920 VALLEY DR, PUEBLO, CO 81008",38.31094,-104.630966,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
411008.075599387,4264355.35024775,179,170636,ENHABIT HOME HEALTH & HOSPICE,161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(719) 539-7638,CHAFFEE,"7800 W US HIGHWAY 50 #A1, SALIDA, CO 81201",38.523144,-106.020889,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
423588.471544076,4147154.69564731,180,171010,"HOSPICE DEL VALLE, INC.",161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(719) 589-9019,ALAMOSA,"514 MAIN ST, ALAMOSA, CO 81101",37.468117,-105.864105,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
249628.747947733,4125015.0640297,181,171206,HOSPICE MERCY,161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(970) 382-2000,LA PLATA,"175 MERCADO ST STE 131, DURANGO, CO 81301",37.23806,-107.822433,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
182068.859445357,4140196.48164885,182,171207,"HOSPICE OF MONTEZUMA, INC.",161,All Other Factypes,Hospice,MEDICARE,HOSPICE,0,(970) 565-4400,MONTEZUMA,"512 N BROADWAY, CORTEZ, CO 81321",37.354053,-108.58931,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
612602.654643493,4341505.03487017,183,180102,LIMON CORRECTIONAL FACILITY,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,0,(719) 775-9221,LINCOLN,"49030 STATE HWY 71 S, LIMON, CO 80826",39.21553,-103.695671,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
601240.240440893,4228163.03816224,184,180203,ARKANSAS VALLEY CORRECTIONAL FACILITY,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,0,(719) 267-3520,CROWLEY,"12750 STATE HIGHWAY 96, ORDWAY, CO 81063",38.195724,-103.843826,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
512256.675137959,4401996.81949825,185,180401,DENVER RECEPTION AND DIAGNOSTIC CENTER INFIRMARY,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,50,(303) 307-2304,DENVER,"10900 SMITH RD, DENVER, CO 80239",39.767811,-104.856895,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
512256.675137959,4401996.81949825,186,180402,DENVER RECEPTION AND DIAGNOSTIC CENTER DISPENSARY,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,0,(303) 307-2301,DENVER,"10900 SMITH RD, DENVER, CO 80239",39.767811,-104.856895,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
402977.436454347,4297614.86803135,187,180502,BUENA VISTA CORRECTIONAL COMPLEX,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,0,(719) 395-7233,CHAFFEE,"15125 US-24, BUENA VISTA, CO 81211",38.821978,-106.117649,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
478375.731517794,4254399.08480966,188,180601,TERRITORIAL CORRECTIONAL FACILITY DISPENSARY,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,2,(719) 269-4250,FREMONT,"275 W US HIGHWAY 50, CANON CITY, CO 81212",38.437605,-105.247777,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
486693.813464613,4254374.36579418,189,180604,CENTENNIAL CORRECTIONAL FACILITY,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,0,(719) 269-5520,FREMONT,"600 EVANS RD, CANON CITY, CO 81212",38.437545,-105.152466,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
485835.651470513,4252935.45043878,190,180605,FREMONT CORRECTIONAL FACILITY,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,0,(719) 269-5080,FREMONT,"600 EVANS RD, CANON CITY, CO 81212",38.424564,-105.16227,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
478233.735462693,4254366.29034119,191,180606,DOC CLINICAL SERVICES INFIRMARY,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,32,(719) 269-4250,FREMONT,"275 W HWY 50, CANON CITY, CO 81212",38.437306,-105.249403,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
486375.627499047,4254072.86326961,192,180607,ARROWHEAD CORRECTIONAL CENTER,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,0,(719) 269-5644,FREMONT,"E HIGHWAY 50 & EVANS AVE, CANON CITY, CO 81212",38.434823,-105.156106,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
532623.153618908,4237241.72807379,193,180616,LA VISTA CORRECTIONAL FACILITY,S63,Community Clinic,Clinic,DOC CLINIC,CCDOC,0,(719) 583-5831,PUEBLO,"1401 W 17TH ST, PUEBLO, CO 81003",38.282646,-104.626991,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
651996.656288796,4500565.72111199,194,230106,DEVONSHIRE CARE CENTER,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,24,(970) 522-4888,LOGAN,"1330 N SIDNEY AVE, STERLING, CO 80751",40.64196,-103.202438,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
615359.406330934,4456911.22043853,195,230109,EBEN EZER LUTHERAN CARE CENTER,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,86,(970) 842-2861,MORGAN,"1910 EDISON ST, BRUSH, CO 80723",40.254715,-103.643517,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
706557.168158946,4353327.66485697,196,230186,ASPEN LEAF ASSISTED LIVING-STRATTON CO.,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,15,(719) 348-4666,KIT CARSON,"410 MAIN ST, STRATTON, CO 80836",39.30471,-102.604416,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
488917.813305932,4490785.69127038,197,230314,LIVE TO ASSIST,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,8,(970) 224-1400,LARIMER,"2914 W PROSPECT RD, FORT COLLINS, CO 80526",40.567772,-105.13092,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
494926.099011868,4490305.76311259,198,230320,CREEKSIDE VILLAGE ASSISTED LIVING LLC,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,62,(970) 494-3253,LARIMER,"1000 E STUART ST, FORT COLLINS, CO 80525",40.563507,-105.059937,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
491993.642335792,4426583.60234802,199,230322,WANEKA PARK ASSISTED LIVING,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,75,(303) 666-0691,BOULDER,"225 WANEKA PKWY, LAFAYETTE, CO 80026",39.989388,-105.093781,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492751.210480324,4482670.05769078,200,230329,FORT COLLINS GOOD SAMARITAN RETIREMENT VILLAGE-ALR,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,28,(970) 226-4909,LARIMER,"508 W TRILBY RD, FORT COLLINS, CO 80525",40.494701,-105.085541,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
541023.441072571,4439868.16702672,201,230333,CHARLESTON AT KEENESBURG LLC,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,14,(303) 732-4424,WELD,"195 E GANDY AVE, KEENESBURG, CO 80643",40.108116,-104.518646,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493683.712776587,4469106.50830426,202,230345,HERITAGE HAUS,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,18,(970) 669-5616,LARIMER,"208 19TH ST SE, LOVELAND, CO 80537",40.372513,-105.074402,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
490745.800930347,4448013.25713412,203,230367,CINNAMON PARK,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,48,(303) 772-2882,BOULDER,"1335 CINNAMON ST, LONGMONT, CO 80501",40.182449,-105.108704,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492437.850324636,4471930.2217084,204,230369,"COURTYARD OF LOVELAND, THE",SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,44,(970) 667-3342,LARIMER,"605 CALIFORNIA AVE, LOVELAND, CO 80537",40.397942,-105.089111,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493360.888387823,4468754.03687172,205,230373,GOOD SAMARITAN  - LOVELAND VILLAGE,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,60,(970) 669-3100,LARIMER,"2101 S GARFIELD AVE, LOVELAND, CO 80537",40.369335,-105.078201,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
525516.617338306,4469673.45184758,206,230374,PLANET VIEW INC,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,14,(505) 231-5585,WELD,"3705 CARSON AVE, EVANS, CO 80620",40.377254,-104.699409,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
488569.923962786,4447969.72736827,207,230383,BEATRICE HOVER ASSISTED LIVING RESIDENCE,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,55,(303) 772-9292,BOULDER,"1380 CHARLES DR, LONGMONT, CO 80503",40.18203,-105.134262,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493010.170017304,4399919.44154434,208,230406,GARDENS CARE HOMESTEAD,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,49,(303) 421-6539,JEFFERSON,"2121 WADSWORTH BLVD, LAKEWOOD, CO 80241",39.749153,-105.081589,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
496445.916690513,4411885.64069044,209,230410,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,9,(303) 650-5450,ADAMS,"8823 PRINCETON STREET, WESTMINSTER, CO 80030",39.856991,-105.04155,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
502375.909200418,4389408.50261982,210,230411,CHATEAU DES MONS CARE AND ASSISTED LIVING,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,48,(303) 781-5865,ARAPAHOE,"3426 S. MARION STREET, ENGLEWOOD, CO 80113",39.654472,-104.972305,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492694.777916452,4408417.84227253,211,230413,ARBOR VIEW CARE CENTER,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,36,(303) 403-3100,JEFFERSON,"8001 W 71ST AVE, ARVADA, CO 80004",39.825722,-105.085365,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
493423.095758378,4401207.39768447,212,230414,TENDER CARE ASSISTED LIVING LLC,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,8,(303) 233-2808,JEFFERSON,"3113 TELLER ST, WHEAT RIDGE, CO 80033",39.760761,-105.076782,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
498003.582842465,4401483.85679217,213,230425,"LENNOX GUEST HOME, THE",SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,55,(720) 628-4593,DENVER,"2875 W 33RD AVE, DENVER, CO 80211",39.763275,-105.023308,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
498087.233088475,4401349.65380551,214,230426,GARDENS AT ST ELIZABETH,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,105,(303) 964-2000,DENVER,"2835 W 32ND AVE, DENVER, CO 80211",39.762066,-105.022331,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
511209.070624584,4391329.99019299,215,230428,HARVARD SQUARE SENIOR LIVING,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,195,(303) 696-0622,DENVER,"10200 E HARVARD AVE, DENVER, CO 80231",39.671715,-104.869308,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
501769.292196723,4417275.14908776,216,230430,NORTHGLENN HEIGHTS ASSISTED LIVING COMMUNITY,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,172,(303) 452-0501,ADAMS,"11475 PEARL STREET, NORTHGLENN, CO 80233",39.905556,-104.979301,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
492768.612313453,4412652.827857,217,230432,COVENANT VILLAGE ASSISTED LIVING,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,60,(303) 515-6370,JEFFERSON,"9221 WADSWORTH PKWY, WESTMINSTER, CO 80021",39.86388,-105.084549,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
501963.944159772,4410873.6388693,218,230435,ASSISTED LIVING OF THORNTON LLC,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,15,(303) 834-5646,ADAMS,"8330 CLARKSON ST, THORNTON, CO 80229",39.847878,-104.977043,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
504399.686229112,4396256.56449908,219,230445,KAVOD SENIOR LIFE,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,35,(303) 399-1146,DENVER,"11 S ADAMS ST, DENVER, CO 80209",39.716167,-104.948669,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
505540.43941192,4391242.47167377,220,230463,CLERMONT PARK ASSISTED LIVING,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,40,(720) 974-7275,DENVER,"2479 S CLERMONT ST, DENVER, CO 80222",39.670982,-104.935402,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
496506.157128541,4402177.054685,221,230464,"ARGYLE, THE",SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,140,(303) 455-9513,DENVER,"4115 W 38TH AVE, DENVER, CO 80212",39.769516,-105.040794,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
501703.694646148,4398206.49838128,222,230472,MONARCH MANOR,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,39,(303) 861-4301,DENVER,"555 E 11TH AVE, DENVER, CO 80203",39.733746,-104.980118,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
498100.285905457,4401483.83223971,223,230481,DECATUR WEST PERSONAL CARE FACILITY,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,32,(303) 455-7001,DENVER,"2801 W 33RD AVE, DENVER, CO 80211",39.763275,-105.022179,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
510311.800330942,4383613.71805581,224,230487,CALEY RIDGE ASSISTED LIVING COMMUNITY,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,106,(303) 721-8900,ARAPAHOE,"9350 E CALEY AVE, ENGLEWOOD, CO 80111",39.6022,-104.87989,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
504723.253947275,4392200.93997442,225,230490,BROOKDALE UNIVERSITY PARK,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,40,(303) 757-1404,DENVER,"2020 S MONROE ST, DENVER, CO 80210",39.679623,-104.944923,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
516006.480144051,4299286.51467237,226,230507,BETHHAVEN HOUSE,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,12,(719) 328-1609,EL PASO,"504 E WILLAMETTE AVE, COLORADO SPRINGS, CO 80903",38.842243,-104.815559,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
513949.731742249,4298625.69575317,227,230508,RENAISSANCE AT KIOWA,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,16,(719) 578-1355,EL PASO,"816 W KIOWA ST, COLORADO SPRINGS, CO 80905",38.836323,-104.839272,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
521264.207004246,4300296.26412535,228,230512,WINSLOW COURT RETIREMENT COMMUNITY,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,128,(719) 597-1700,EL PASO,"3920 E SAN MIGUEL, COLORADO SPRINGS, CO 80909",38.851231,-104.754944,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
514635.307289767,4295984.55641667,229,230514,BROOKSIDE ASSISTED LIVING,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,62,(719) 632-6511,EL PASO,"225 W BROOKSIDE ST, COLORADO SPRINGS, CO 80905",38.812511,-104.831429,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
516378.657128321,4303083.52421697,230,230518,COLORADO SPRINGS SENIOR HOMES,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,40,(719) 636-2731,EL PASO,"3102 N PROSPECT ST, COLORADO SPRINGS, CO 80907",38.876453,-104.81118,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
525167.876635623,4301451.02051837,231,230528,IVY COTTAGE ASSISTED LIVING FACILITY,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,10,(719) 596-0076,EL PASO,"2060 PIMA DR, COLORADO SPRINGS, CO 80915",38.861534,-104.709915,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
515298.396922118,4294970.78313776,232,230540,"GARDENS AT BROADMOOR COURT, THE",SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,72,(719) 471-2286,EL PASO,"2045 ROANOKE ST, COLORADO SPRINGS, CO 80906",38.803364,-104.823814,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
513972.5086486,4307894.54844157,233,230541,"GARDENS AT VIEWPOINTE, THE",SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,162,(719) 528-8000,EL PASO,"555 S ROCKRIMMON BLVD, COLORADO SPRINGS, CO 80919",38.919849,-104.838821,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
517452.20477107,4300632.73252987,234,230542,"WILLOWS AT CRESTVIEW, THE",SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,11,(719) 473-6339,EL PASO,"1410 E BUENA VENTURA ST, COLORADO SPRINGS, CO 80909",38.854347,-104.798866,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
517220.954612046,4300716.89595621,235,230543,WHISPERING PINES AT CRESTVIEW,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,11,(719) 473-6339,EL PASO,"1209 E CARAMILLO ST, COLORADO SPRINGS, CO 80909",38.85511,-104.801529,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
523384.194215614,4287873.77469814,236,230550,STARLIGHT ASSISTED LIVING LLC,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,10,(719) 390-4721,EL PASO,"68 SECURITY BLVD, SECURITY, CO 80911",38.739231,-104.730934,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
518466.569176844,4306236.33021122,237,230557,GARDEN RANCH ASSISTED LIVING,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,8,(719) 260-9121,EL PASO,"5075 SADDLE DR, COLORDO SPRINGS, CO 80918",38.904823,-104.787025,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
517604.018118966,4317458.29577802,238,230558,LIBERTY HEIGHTS ASSISTED LIVING,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,60,(719) 481-9494,EL PASO,"12105 AMBASSADOR DR, COLORADO SPRINGS, CO 80921",39.005966,-104.796684,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
515692.528618385,4293650.3701666,239,230560,"MYRON STRATTON HOME, THE",SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,31,(719) 540-3113,EL PASO,"2950 HIDDEN TREASURE PT, COLORADO SPRINGS, CO 80906",38.791458,-104.819305,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
512373.91612458,4358031.02956905,240,230561,CANTRIL HOUSE ASSISTED LIVING,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,16,(303) 688-5365,DOUGLAS,"221 CANTRIL ST, CASTLE ROCK, CO 80104",39.371658,-104.856346,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
533099.648823039,4234438.60488418,241,230604,PAL'S ACF,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,13,(719) 696-1480,PUEBLO,"232 BROADWAY AVE, PUEBLO, CO 81004",38.257366,-104.621674,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
532541.672403594,4235254.55712237,242,230635,GOLDEN GATE MANOR,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,16,(719) 583-9132,PUEBLO,"606 W ABRIENDO AVE, PUEBLO, CO 81004",38.26474,-104.628014,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
535486.825359094,4239729.53460108,243,230636,BELMONT SENIOR CARE,SA1,Assisted Living Residence,Assisted Living Residence,ALR ONLY,ALRONLY,49,(719) 544-3999,PUEBLO,"3 DOUGLAS CT, PUEBLO, CO 81001",38.304958,-104.594124,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
531375.065279273,4232484.2966297,244,230648,"VILLAS AT ROCK CANYON, THE",SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,17,(719) 404-1000,PUEBLO,"1611 ALMA AVE, PUEBLO, CO 81004",38.239815,-104.641472,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
532775.382576204,4233082.36261893,245,230654,GOLDEN GATE MANOR II,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,10,(719) 583-2473,PUEBLO,"1219 LAKE AVE, PUEBLO, CO 81004",38.245155,-104.625443,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
533143.052661303,4234928.11352807,246,230659,SHALOM HOME CARE LLC,SA2,Assisted Living Residence,Assisted Living Residence,ALR/ACF,ALR/ACF,12,(719) 542-2715,PUEBLO,"134 LAMAR AVE, PUEBLO, CO 81004",38.261776,-104.621155,Licensed,Active,,2026/06/15 07:00:00+00,CDPHE Health Facilities and Emergency Medical Services Division
